"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","outcome","treated","matched","true_effect"
"111",0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,19.0908963747991,0,0,0
"112",1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,-8.45107981653867,0,0,0
"113",1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,51.7001823705099,0,0,0
"114",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-24.8494135721983,0,0,0
"115",1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,-11.8496638732673,0,0,0
"116",1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,-3.13591069489512,0,0,0
"117",1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,-67.9594559972566,0,0,0
"118",1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,18.9284666448306,0,0,0
"119",1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,-46.3713988965304,0,0,0
"120",0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,-71.8420621530877,0,0,0
"121",0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,-10.1821477755965,0,0,0
"122",1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,-45.7004973273824,0,0,0
"123",0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,25.8796896560492,0,0,0
"124",1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,-4.68136453303828,0,0,0
"125",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.467195446188189,0,0,0
"126",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-31.5771659126925,0,0,0
"127",1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,-38.9959598805013,0,0,0
"128",0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,5.33046559594758,0,0,0
"129",1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,-45.1059840171424,0,0,0
"130",0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,21.172080064426,0,0,0
"131",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-60.0502672403208,0,0,0
"132",0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,19.3314088267776,0,0,0
"133",1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-37.2952460103633,0,0,0
"134",0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,34.5193424599931,0,0,0
"135",1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,5.81198677437724,0,0,0
"136",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-1.83145821694695,0,0,0
"137",0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,-57.9089068081652,0,0,0
"138",0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,-34.3037195945831,0,0,0
"139",1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,-32.1402465503552,0,0,0
"140",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,-34.516697939516,0,0,0
"141",0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,-27.6603626283284,0,0,0
"142",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,-18.1043461960296,0,0,0
"143",1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,3.00976376118136,0,0,0
"144",1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,-46.3713988965304,0,0,0
"145",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-4.60417169383825,0,0,0
"146",0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,78.7614481486259,0,0,0
"147",0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,44.6920751165841,0,0,0
"148",0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,2.44874055790177,0,0,0
"149",0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,-26.6269360678784,0,0,0
"150",0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,40.1108420022244,0,0,0
"151",1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,-2.26183692927568,0,0,0
"152",0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,-45.8260234425583,0,0,0
"153",1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,-43.9856110441205,0,0,0
"154",1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,-5.23091939945893,0,0,0
"155",0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,-47.8055089904209,0,0,0
"156",0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,17.0031329570969,0,0,0
"157",1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,5.68720319035627,0,0,0
"158",0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,-22.361055659015,0,0,0
"159",1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,-14.6833655179046,0,0,0
"160",1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,-19.0374267978211,0,0,0
"161",1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,-23.0412701047225,0,0,0
"162",1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,23.8261260384353,0,0,0
"163",0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,-3.50697556109148,0,0,0
"164",0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,-41.4560018628773,0,0,0
"165",1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,3.40672747301161,0,0,0
"166",1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,-8.85173072423284,0,0,0
"167",0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,54.3083724946763,0,0,0
"168",1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,9.00587560808118,0,0,0
"169",1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,-29.2395150120084,0,0,0
"170",0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,-57.2958714474296,0,0,0
"171",1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,40.8741426036999,0,0,0
"172",0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,26.8990143830045,0,0,0
"173",1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,5.80380442080525,0,0,0
"174",1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,17.3671273425745,0,0,0
"175",0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,-26.4140391513166,0,0,0
"176",1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,13.8359995644679,0,0,0
"177",1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,7.18674609314528,0,0,0
"178",1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,-53.8055756078835,0,0,0
"179",1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,34.9368035855576,0,0,0
"180",0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,-12.4709135576262,0,0,0
"181",1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,-47.7540654815926,0,0,0
"182",1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,14.3013840805331,0,0,0
"183",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30.9928279599418,0,0,0
"184",1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-60.7796301906582,0,0,0
"185",1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1.95110976057918,0,0,0
"186",1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,23.4152556397759,0,0,0
"187",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-26.1660083808664,0,0,0
"188",0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,-18.8204206851698,0,0,0
"189",1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,-19.2015423287764,0,0,0
"190",0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,63.2359811437647,0,0,0
"191",0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,-48.7425354615322,0,0,0
"192",1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,-54.5946912194935,0,0,0
"193",0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,41.2969213256647,0,0,0
"194",1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,-7.9066690284867,0,0,0
"195",1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,-59.4353083157743,0,0,0
"196",1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,-49.7950112997104,0,0,0
"197",1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,6.5083536645729,0,0,0
"198",0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,33.6810866629829,0,0,0
"199",0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,27.4592185900111,0,0,0
"200",0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,-4.03223683526782,0,0,0
"201",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-46.6613606731482,0,0,0
"202",1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,-19.4057254333085,0,0,0
"203",0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,-22.2849493531133,0,0,0
"204",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,25.3166090183865,0,0,0
"205",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,24.6623759039721,0,0,0
"206",1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,-11.1597274485092,0,0,0
"207",1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,6.5083536645729,0,0,0
"208",1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,-0.882172943701413,0,0,0
"209",0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,22.9068793528237,0,0,0
"210",0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,4.03347517863229,0,0,0
"211",0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,5.37224057193511,0,0,0
"212",1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,27.3723532078621,0,0,0
"213",1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,15.5485137759879,0,0,0
"214",1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,42.3744105627199,0,0,0
"215",0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,-4.31514624427536,0,0,0
"216",0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,-21.9259114111047,0,0,0
"217",0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,17.5179963653758,0,0,0
"218",0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,33.5444684676547,0,0,0
"219",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-16.1768995689001,0,0,0
"220",1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,-70.1340142018794,0,0,0
"221",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-3.12464619941089,0,0,0
"222",1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,-3.9068157035777,0,0,0
"223",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,13.1748227154102,0,0,0
"224",1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,-10.0950619228262,0,0,0
"225",0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,2.48835791318336,0,0,0
"226",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7.26372952483027,0,0,0
"227",1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,11.5574483502256,0,0,0
"228",1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,30.5169492771224,0,0,0
"229",1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,-33.0594757610429,0,0,0
"230",0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,-25.7650394326901,0,0,0
"231",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-18.191135776176,0,0,0
"232",0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,58.393882039853,0,0,0
"233",1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,21.3998057340224,0,0,0
"234",0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,-41.0234367104425,0,0,0
"235",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-11.5910224902536,0,0,0
"236",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-31.5771659126925,0,0,0
"237",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-26.1660083808664,0,0,0
"238",0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,13.2798987004867,0,0,0
"239",0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,16.840957363988,0,0,0
"240",1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,-1.67128855531145,0,0,0
"241",1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,-6.89564049484479,0,0,0
"242",1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,-8.29525435026844,0,0,0
"243",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,22.7550212299575,0,0,0
"244",0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,24.4864082867856,0,0,0
"245",1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,-16.4560601736438,0,0,0
"246",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-46.548477844483,0,0,0
"247",1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,57.1428285364233,0,0,0
"248",0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,29.6772433560815,0,0,0
"249",0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,-22.2852859258076,0,0,0
"250",1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,-0.389756622602196,0,0,0
"251",0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,32.4925198567091,0,0,0
"252",1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,3.86665662870017,0,0,0
"253",0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,15.2614284300261,0,0,0
"254",1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,-7.37313123400086,0,0,0
"255",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-14.9684355011345,0,0,0
"256",1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,-15.6138143946411,0,0,0
"257",0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,-16.551376666666,0,0,0
"258",0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,-1.20558763710963,0,0,0
"259",0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,-31.6662118667032,0,0,0
"260",1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,47.2385530860871,0,0,0
"261",1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,19.5056113440742,0,0,0
"262",1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,6.2591380489267,0,0,0
"263",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-23.1360507968311,0,0,0
"264",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.645378893506656,0,0,0
"265",1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,23.8261260384353,0,0,0
"266",0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,-15.3314407865472,0,0,0
"267",1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,-47.8083854210769,0,0,0
"268",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,-0.788126511545148,0,0,0
"269",0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,41.5489573324609,0,0,0
"270",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,-7.02862577240287,0,0,0
"271",0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,23.3235438569584,0,0,0
"272",0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,-26.2955136612865,0,0,0
"273",1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,26.5914199498241,0,0,0
"274",1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,-1.65638520046777,0,0,0
"275",1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,17.1704524628198,0,0,0
"276",1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,-11.8496638732673,0,0,0
"277",0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,-13.822375497122,0,0,0
"278",0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,-5.83594218526432,0,0,0
"279",1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,41.6035055540373,0,0,0
"280",0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,-15.7756532493012,0,0,0
"281",1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,31.1037698180443,0,0,0
"282",0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,9.94235558451402,0,0,0
"283",0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,19.3769831894375,0,0,0
"284",1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,-59.7521781623351,0,0,0
"285",1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,-27.7455373148284,0,0,0
"286",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,43.1374906935741,0,0,0
"287",0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,-12.4039712820495,0,0,0
"288",1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,-30.7320618262479,0,0,0
"289",1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,-21.4609443835761,0,0,0
"290",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,-32.7004552939582,0,0,0
"291",0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,44.8159863381136,0,0,0
"292",0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,67.7841489805941,0,0,0
