,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
34,34,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,-15.292952855679614,0,0,0.0
35,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-12.3771941450042,0,0,0.0
36,36,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,-19.547020159677423,0,0,0.0
37,37,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-42.74156141337631,0,0,0.0
38,38,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-19.796902385399026,0,0,0.0
39,39,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-16.375814050682198,0,0,0.0
40,40,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-13.56910110399005,0,0,0.0
41,41,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-22.231028780878876,0,0,0.0
42,42,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-40.78110927466522,0,0,0.0
43,43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-25.160519960112858,0,0,0.0
44,44,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,-20.884680912580095,0,0,0.0
45,45,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-19.0969664504509,0,0,0.0
46,46,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,-12.972890156260995,0,0,0.0
47,47,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,-41.509749877410805,0,0,0.0
48,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.436040112075656,0,0,0.0
49,49,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-35.49692464829429,0,0,0.0
50,50,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-39.02274954734804,0,0,0.0
51,51,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-33.66293071514822,0,0,0.0
52,52,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-15.765473855507363,0,0,0.0
53,53,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-42.11405143946568,0,0,0.0
54,54,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-5.860653326132824,0,0,0.0
55,55,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,-10.627439846219383,0,0,0.0
56,56,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-5.217794940688638,0,0,0.0
57,57,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-17.74022705696894,0,0,0.0
58,58,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-38.72607969436164,0,0,0.0
59,59,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,-14.627477763530214,0,0,0.0
60,60,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0.8148293768589351,0,0,0.0
61,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.372610554823122,0,0,0.0
62,62,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-13.677874598939592,0,0,0.0
63,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-28.09780788949712,0,0,0.0
64,64,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.511344624014106,0,0,0.0
65,65,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.8948437456275045,0,0,0.0
66,66,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.2719172321161856,0,0,0.0
67,67,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-9.034810771478343,0,0,0.0
68,68,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-33.87306284746489,0,0,0.0
69,69,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-34.779828112648296,0,0,0.0
70,70,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-21.38838259027408,0,0,0.0
71,71,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,5.596166326143819,0,0,0.0
72,72,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.629947794078154,0,0,0.0
73,73,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,-18.48079227484731,0,0,0.0
74,74,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,-20.131673849337062,0,0,0.0
75,75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-24.318832723713513,0,0,0.0
76,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.40781972622444,0,0,0.0
77,77,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,-7.372416814248663,0,0,0.0
78,78,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-39.75195243800091,0,0,0.0
79,79,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,-14.010996905865523,0,0,0.0
80,80,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.16687754789217807,0,0,0.0
81,81,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,-7.592121028149188,0,0,0.0
82,82,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-13.747658191583888,0,0,0.0
83,83,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,-25.381656370627834,0,0,0.0
84,84,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-16.380998206677916,0,0,0.0
85,85,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-29.04241949747104,0,0,0.0
86,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.889072331949495,0,0,0.0
87,87,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-11.826900174821859,0,0,0.0
88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006502968125264718,0,0,0.0
89,89,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-13.522472147710586,0,0,0.0
90,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.46316095625945,0,0,0.0
91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25933303345361325,0,0,0.0
92,92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-3.727377420386216,0,0,0.0
93,93,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-45.87001710079255,0,0,0.0
94,94,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-8.538323831008308,0,0,0.0
95,95,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,-41.286592537942454,0,0,0.0
96,96,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-6.649568918649152,0,0,0.0
97,97,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,-28.647337453517064,0,0,0.0
98,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6955842338040112,0,0,0.0
99,99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-39.44185658460728,0,0,0.0
100,100,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,-31.001015224442956,0,0,0.0
101,101,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7.508378165117124,0,0,0.0
102,102,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,-5.8681539515400445,0,0,0.0
103,103,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,6.007004694060511,0,0,0.0
104,104,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,-10.375688255192546,0,0,0.0
105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14924410932036833,0,0,0.0
106,106,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-21.151228519103974,0,0,0.0
107,107,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,-21.064561355440713,0,0,0.0
108,108,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,-17.085654856240954,0,0,0.0
109,109,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,-7.246150682573992,0,0,0.0
110,110,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3.198928510934175,0,0,0.0
111,111,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-27.015428026337432,0,0,0.0
112,112,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-23.249855919894618,0,0,0.0
113,113,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-22.104655025621206,0,0,0.0
114,114,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-16.11428368190522,0,0,0.0
115,115,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.212358028842922,0,0,0.0
116,116,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,5.449960890258271,0,0,0.0
117,117,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-4.9147707020823095,0,0,0.0
118,118,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3.0850091800463635,0,0,0.0
119,119,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,-20.894092799865014,0,0,0.0
120,120,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-10.521558449464289,0,0,0.0
121,121,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-11.58969014076005,0,0,0.0
122,122,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,13.144579392052382,0,0,0.0
123,123,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5.904138773244663,0,0,0.0
124,124,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,-20.621450745298933,0,0,0.0
125,125,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-28.34715985707829,0,0,0.0
126,126,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,-13.80805731388951,0,0,0.0
127,127,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,-17.777010210330022,0,0,0.0
128,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-22.13325248007361,0,0,0.0
129,129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.38725892861778,0,0,0.0
130,130,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,-36.592528740250586,0,0,0.0
131,131,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5.071814916233203,0,0,0.0
132,132,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,-10.910363339090459,0,0,0.0
133,133,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-27.407582185999424,0,0,0.0
134,134,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,-10.256989600550371,0,0,0.0
135,135,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-41.35330824674642,0,0,0.0
136,136,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.8525694922174751,0,0,0.0
137,137,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-47.67428821531795,0,0,0.0
138,138,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-24.154070447576103,0,0,0.0
139,139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.77793808267815,0,0,0.0
140,140,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-18.097758002256793,0,0,0.0
141,141,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-28.13365911971782,0,0,0.0
142,142,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.934279857701102,0,0,0.0
143,143,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-35.753606826390886,0,0,0.0
144,144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.764186539706539,0,0,0.0
145,145,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.9274074678429285,0,0,0.0
146,146,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,-12.569044667862379,0,0,0.0
147,147,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,-13.899781947351311,0,0,0.0
148,148,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-33.51784852110934,0,0,0.0
149,149,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-24.075990239008373,0,0,0.0
150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7954719271403412,0,0,0.0
151,151,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-47.431072805579774,0,0,0.0
152,152,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-10.018496429841734,0,0,0.0
153,153,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-19.937441333220622,0,0,0.0
154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9491815430529493,0,0,0.0
155,155,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,-12.164818896156241,0,0,0.0
156,156,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-31.59634916107438,0,0,0.0
157,157,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,-6.404919952936132,0,0,0.0
158,158,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-26.874296965952116,0,0,0.0
159,159,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-14.859135746837744,0,0,0.0
160,160,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-25.137246069099465,0,0,0.0
161,161,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-10.86150877344924,0,0,0.0
162,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.011912046170565,0,0,0.0
163,163,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,-18.807834173780265,0,0,0.0
164,164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.336286949874147,0,0,0.0
165,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-18.685983999082094,0,0,0.0
166,166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.9429047164903785,0,0,0.0
167,167,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.099854625214668,0,0,0.0
168,168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.043240322420814,0,0,0.0
169,169,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-9.592191348316394,0,0,0.0
170,170,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-16.791456718519782,0,0,0.0
171,171,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-13.816449086341347,0,0,0.0
172,172,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,-1.5585827820876883,0,0,0.0
173,173,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,-33.18986159330999,0,0,0.0
174,174,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-5.66809761647743,0,0,0.0
175,175,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0058152123545956,0,0,0.0
176,176,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,-7.46975022759878,0,0,0.0
177,177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.39490355696898,0,0,0.0
178,178,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-19.646141084905125,0,0,0.0
179,179,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,-17.402540893616138,0,0,0.0
180,180,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-36.49274113339906,0,0,0.0
181,181,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,-33.82298737972999,0,0,0.0
182,182,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,-5.989362991991956,0,0,0.0
183,183,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-48.11627196605348,0,0,0.0
184,184,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-46.18258986459832,0,0,0.0
185,185,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-36.88159542101465,0,0,0.0
186,186,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-36.86661614851961,0,0,0.0
187,187,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-27.119644473368428,0,0,0.0
188,188,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-27.709094028141614,0,0,0.0
189,189,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,-15.876598677945914,0,0,0.0
190,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.619839785238578,0,0,0.0
191,191,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-20.845254255913673,0,0,0.0
192,192,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-42.63197263348599,0,0,0.0
193,193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.002564538450045,0,0,0.0
194,194,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-22.77521194905188,0,0,0.0
195,195,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-14.811351346956037,0,0,0.0
196,196,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-2.578461940648185,0,0,0.0
197,197,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,-33.55005432141997,0,0,0.0
198,198,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-14.900582403589826,0,0,0.0
199,199,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-40.61621217531129,0,0,0.0
200,200,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,-17.447791927315308,0,0,0.0
201,201,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3.860589629137991,0,0,0.0
202,202,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-9.338986479712926,0,0,0.0
203,203,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,-9.829299522194546,0,0,0.0
204,204,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-20.031060886741855,0,0,0.0
205,205,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,12.717518685515074,0,0,0.0
206,206,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,-41.74751830288301,0,0,0.0
207,207,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.443551818184787,0,0,0.0
208,208,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-14.416754631272227,0,0,0.0
209,209,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.0664186791924752,0,0,0.0
210,210,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-30.225719016128437,0,0,0.0
211,211,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-20.265718751937232,0,0,0.0
212,212,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.747829562487075,0,0,0.0
213,213,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,-28.97861020087829,0,0,0.0
214,214,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-39.02995339253005,0,0,0.0
215,215,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,-33.58050317446214,0,0,0.0
216,216,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-46.57583128332198,0,0,0.0
217,217,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-34.40896697169324,0,0,0.0
218,218,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-19.295589373799018,0,0,0.0
219,219,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,-34.60412602210336,0,0,0.0
220,220,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,-14.33238535899194,0,0,0.0
221,221,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5.940201789306517,0,0,0.0
222,222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.805324390350577,0,0,0.0
223,223,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-3.194555345763736,0,0,0.0
224,224,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,-45.927607073447376,0,0,0.0
225,225,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-29.50012297071233,0,0,0.0
226,226,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-22.065140799241956,0,0,0.0
227,227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.26542457176873113,0,0,0.0
228,228,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.4375608771357966,0,0,0.0
229,229,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-27.406568880292557,0,0,0.0
230,230,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-24.169202041985564,0,0,0.0
231,231,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-24.38717714519314,0,0,0.0
232,232,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,-7.04834947540564,0,0,0.0
233,233,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,-15.607991442220198,0,0,0.0
234,234,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13.610837255098675,0,0,0.0
235,235,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.6234205008382013,0,0,0.0
236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8999744084851473,0,0,0.0
237,237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.78833210151352,0,0,0.0
238,238,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-40.19163173945091,0,0,0.0
239,239,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-11.780962576945585,0,0,0.0
240,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4.778160236684341,0,0,0.0
241,241,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.7369513883754157,0,0,0.0
242,242,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-17.410265105154366,0,0,0.0
243,243,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-42.880688858336924,0,0,0.0
244,244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.402861687757076,0,0,0.0
245,245,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1.8328286759460055,0,0,0.0
246,246,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-28.584768454937436,0,0,0.0
247,247,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,7.481630631835209,0,0,0.0
248,248,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-43.0436381033282,0,0,0.0
249,249,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-19.39533557373579,0,0,0.0
250,250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.14255363312002,0,0,0.0
251,251,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.8345482271678764,0,0,0.0
252,252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-18.22507836011579,0,0,0.0
253,253,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,-13.654347490202234,0,0,0.0
254,254,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-14.798642076256424,0,0,0.0
255,255,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-20.602860845830747,0,0,0.0
256,256,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,-43.473025972396286,0,0,0.0
257,257,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,-27.248573372938054,0,0,0.0
258,258,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,11.836534550013589,0,0,0.0
259,259,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-35.60175092450533,0,0,0.0
260,260,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.306938930375756,0,0,0.0
261,261,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.094224747529598,0,0,0.0
262,262,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-26.861732584168184,0,0,0.0
263,263,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,-15.169743816053595,0,0,0.0
264,264,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-47.444916843026476,0,0,0.0
265,265,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,-35.743663969517605,0,0,0.0
266,266,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-49.303333694061976,0,0,0.0
267,267,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-23.731725236553817,0,0,0.0
268,268,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,-37.17554074302597,0,0,0.0
269,269,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-13.806591239696985,0,0,0.0
270,270,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,-6.566201060275699,0,0,0.0
271,271,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,-16.178392754028838,0,0,0.0
272,272,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-13.481342896052906,0,0,0.0
