,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,outcome,treated,matched,true_effect
45,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,42.686324574958725,0,0,0.0
46,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,29.441666040711752,0,0,0.0
47,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,49.59967807020664,0,0,0.0
48,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29.78333769429642,0,0,0.0
49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.644809239308739,0,0,0.0
50,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,32.715373727825146,0,0,0.0
51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.33698300042972,0,0,0.0
52,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,32.14047399201441,0,0,0.0
53,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30.954391957881835,0,0,0.0
54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.540621599905404,0,0,0.0
55,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,34.44525126585225,0,0,0.0
56,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,50.98348988467698,0,0,0.0
57,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,40.84872137643037,0,0,0.0
58,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,22.777832924430907,0,0,0.0
59,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,32.97601881835029,0,0,0.0
60,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,28.988725965873147,0,0,0.0
61,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,32.7619687822022,0,0,0.0
62,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,24.49373919734984,0,0,0.0
63,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,34.887952944125004,0,0,0.0
64,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,20.602274461028923,0,0,0.0
65,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,14.79380869543612,0,0,0.0
66,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,12.476585409647413,0,0,0.0
67,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,34.8213689448004,0,0,0.0
68,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,35.43813731113805,0,0,0.0
69,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,19.004116988074614,0,0,0.0
70,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,34.0492940503113,0,0,0.0
71,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,14.96986368917267,0,0,0.0
72,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,47.7225398567806,0,0,0.0
73,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21.69774521114165,0,0,0.0
74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.613428596351952,0,0,0.0
75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25.49039512632585,0,0,0.0
76,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,43.35492056555954,0,0,0.0
77,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,25.623945638319906,0,0,0.0
78,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,34.193162764404725,0,0,0.0
79,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27.323413225664016,0,0,0.0
80,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,37.54371927568238,0,0,0.0
81,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,22.19674327953679,0,0,0.0
82,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,27.969563890153555,0,0,0.0
83,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,15.880352647181807,0,0,0.0
84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,29.351146792547446,0,0,0.0
85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-7.9138408381796115,0,0,0.0
86,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,30.296115201391117,0,0,0.0
87,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14.928222171394957,0,0,0.0
88,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.542709213042334,0,0,0.0
89,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19.240345445213713,0,0,0.0
90,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,30.414463753748283,0,0,0.0
91,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,36.22585352307048,0,0,0.0
92,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,16.999733608373315,0,0,0.0
93,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,54.1139126163821,0,0,0.0
94,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,30.52645446880996,0,0,0.0
95,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,13.756386364652059,0,0,0.0
96,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,35.02739365387002,0,0,0.0
97,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,53.76951545670414,0,0,0.0
98,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17.746203974766182,0,0,0.0
99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32.58083988418828,0,0,0.0
100,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,37.83628423566003,0,0,0.0
101,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,38.66424493117973,0,0,0.0
102,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,30.34366232217234,0,0,0.0
103,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,35.46223250979011,0,0,0.0
104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10.95263239992462,0,0,0.0
105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.402714300676973,0,0,0.0
106,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,36.867760939057085,0,0,0.0
107,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,46.575316223046464,0,0,0.0
108,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24.327815913981617,0,0,0.0
109,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,31.678554856383077,0,0,0.0
110,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,32.084117160693005,0,0,0.0
111,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,39.12019326687662,0,0,0.0
112,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,56.58470564677392,0,0,0.0
113,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,39.59719448061859,0,0,0.0
114,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20.671265605790293,0,0,0.0
115,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,41.15047160563338,0,0,0.0
116,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,58.0160197899297,0,0,0.0
117,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,34.423495344416544,0,0,0.0
118,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,30.92581995252112,0,0,0.0
119,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,43.449252962779966,0,0,0.0
120,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.513673760295188,0,0,0.0
121,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,14.776012892319365,0,0,0.0
122,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,15.477115532682781,0,0,0.0
123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.970327268398417,0,0,0.0
124,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,38.3931399684744,0,0,0.0
125,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,35.60781324931821,0,0,0.0
126,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,35.67964287636086,0,0,0.0
127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2324152408785558,0,0,0.0
128,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11.02530024564065,0,0,0.0
129,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23.295034798147167,0,0,0.0
130,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,35.76021305518857,0,0,0.0
131,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,27.30933426545597,0,0,0.0
132,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,22.883665306151176,0,0,0.0
133,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16.039030830300522,0,0,0.0
134,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,27.876343441995378,0,0,0.0
135,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,10.288082261585584,0,0,0.0
136,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,37.070967938109284,0,0,0.0
137,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,31.937967720683865,0,0,0.0
138,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,61.12700238304445,0,0,0.0
139,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,30.766370323870802,0,0,0.0
140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.0171990520926366,0,0,0.0
141,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,47.52589477445653,0,0,0.0
142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31.059058888171776,0,0,0.0
143,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,47.689485875835324,0,0,0.0
144,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,12.008713721683863,0,0,0.0
145,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,36.405202606099934,0,0,0.0
146,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,31.88401145346197,0,0,0.0
147,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,30.23877920870749,0,0,0.0
148,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,17.048384428205267,0,0,0.0
149,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,37.770792154421606,0,0,0.0
150,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,22.331848705877132,0,0,0.0
151,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,51.77116818003999,0,0,0.0
152,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,20.340910773310174,0,0,0.0
153,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.719033507953057,0,0,0.0
154,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.9432804249444064,0,0,0.0
155,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,50.503345008704194,0,0,0.0
156,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,43.1322807265817,0,0,0.0
157,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2.3050750562892857,0,0,0.0
158,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.326684438093174,0,0,0.0
159,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,17.749449850724208,0,0,0.0
160,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,20.672668755535916,0,0,0.0
161,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,15.932908568574787,0,0,0.0
162,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,42.01176736203164,0,0,0.0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.424185890453382,0,0,0.0
164,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.9291817125331407,0,0,0.0
165,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,20.12927673608829,0,0,0.0
166,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23.926055355800955,0,0,0.0
167,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,42.463380171189364,0,0,0.0
168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35.04673997307063,0,0,0.0
169,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,35.20514528097425,0,0,0.0
170,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10.385141356899041,0,0,0.0
171,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28.08945431306377,0,0,0.0
172,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.601721701762305,0,0,0.0
173,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,41.10833637214326,0,0,0.0
174,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16.166521650066752,0,0,0.0
175,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14.007888961114709,0,0,0.0
176,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.716897200440048,0,0,0.0
177,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9.439755343334344,0,0,0.0
178,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,35.367860214141984,0,0,0.0
179,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20.613545104848583,0,0,0.0
180,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,36.853363744046106,0,0,0.0
181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.222265303743104,0,0,0.0
182,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,50.72072825892413,0,0,0.0
183,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,26.64482024175754,0,0,0.0
184,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,23.91777608968451,0,0,0.0
185,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,21.248037024755252,0,0,0.0
186,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,37.66882058949682,0,0,0.0
187,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28.498954635853245,0,0,0.0
188,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,27.878845231220637,0,0,0.0
189,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,34.35934764800808,0,0,0.0
190,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,52.5368438911157,0,0,0.0
191,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,35.30742671468878,0,0,0.0
192,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,48.89132248554972,0,0,0.0
193,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,14.482869146086555,0,0,0.0
194,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,47.65201028903521,0,0,0.0
195,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,49.31742162275469,0,0,0.0
196,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,31.76023534595773,0,0,0.0
197,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.56356667616375,0,0,0.0
198,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,18.08105853602818,0,0,0.0
199,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,56.77450486026886,0,0,0.0
200,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,27.99765751525565,0,0,0.0
201,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,35.380400380903566,0,0,0.0
202,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,30.652630980125142,0,0,0.0
203,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,17.20800675876285,0,0,0.0
204,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,39.737421899253775,0,0,0.0
205,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,38.509893251240236,0,0,0.0
206,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,45.52997792428419,0,0,0.0
207,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,19.681942224932506,0,0,0.0
208,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,27.76686661358049,0,0,0.0
209,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,27.100244234503446,0,0,0.0
210,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,12.94129546642731,0,0,0.0
211,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,23.35640229152615,0,0,0.0
212,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.259651738803257,0,0,0.0
213,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,47.29551243987468,0,0,0.0
214,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17.340634507600253,0,0,0.0
215,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.311620298419676,0,0,0.0
216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.93064649286288,0,0,0.0
217,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,46.111596103800785,0,0,0.0
218,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,56.633617330822105,0,0,0.0
219,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10.16703739555233,0,0,0.0
220,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,26.747933204799104,0,0,0.0
221,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,27.95987701172699,0,0,0.0
222,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,19.446268853481577,0,0,0.0
223,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,26.542476829285544,0,0,0.0
224,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,41.6242417722344,0,0,0.0
225,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,31.90589361008025,0,0,0.0
226,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19.818080756760814,0,0,0.0
227,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12.346247242046317,0,0,0.0
228,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,22.59872133055698,0,0,0.0
229,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,20.338339294963735,0,0,0.0
230,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,23.356690747469543,0,0,0.0
231,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,37.83350101061194,0,0,0.0
232,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21.09223944164475,0,0,0.0
233,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,31.478446595219545,0,0,0.0
234,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,32.46156296639295,0,0,0.0
235,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,38.26364040187177,0,0,0.0
236,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29.71786218210723,0,0,0.0
237,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,57.15804126987323,0,0,0.0
238,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,21.02470452469436,0,0,0.0
239,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,35.936287496994005,0,0,0.0
240,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15.687971069088924,0,0,0.0
241,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.21497036403917,0,0,0.0
242,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,21.312990493554004,0,0,0.0
243,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.118083138526053,0,0,0.0
244,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33.010070043873434,0,0,0.0
245,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30.741425437766935,0,0,0.0
246,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,24.37307568890729,0,0,0.0
247,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,22.099426099951277,0,0,0.0
248,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,15.075397642470362,0,0,0.0
249,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,17.446207142309298,0,0,0.0
250,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35.12805903683359,0,0,0.0
251,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,46.00737118471623,0,0,0.0
252,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,36.64214673322973,0,0,0.0
253,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,19.513838051738105,0,0,0.0
254,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16.402599305214824,0,0,0.0
255,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,13.36559226264043,0,0,0.0
256,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,41.25243163969385,0,0,0.0
257,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,28.449618826312186,0,0,0.0
258,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,29.81667644430776,0,0,0.0
259,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,26.462053260349208,0,0,0.0
260,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,29.14872742610851,0,0,0.0
261,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,37.19559941340447,0,0,0.0
262,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,16.712798941013514,0,0,0.0
263,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,48.71164615444184,0,0,0.0
264,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,28.709868757845165,0,0,0.0
265,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,39.86292462680363,0,0,0.0
266,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,9.6369363862916,0,0,0.0
267,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13.704516069751845,0,0,0.0
268,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,27.98219923358144,0,0,0.0
269,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,35.71984122182519,0,0,0.0
270,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,31.95642256894058,0,0,0.0
271,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,28.40064896156621,0,0,0.0
272,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,42.8523538477782,0,0,0.0
273,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,34.341139485555175,0,0,0.0
274,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,18.65932772600457,0,0,0.0
275,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,57.27202433508574,0,0,0.0
276,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,38.295011424830726,0,0,0.0
277,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,20.7908824822975,0,0,0.0
278,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,47.24761824044059,0,0,0.0
279,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,28.89856293647759,0,0,0.0
280,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,53.907346138806666,0,0,0.0
281,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,23.958775731466737,0,0,0.0
282,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.320214097965366,0,0,0.0
283,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.23994711504541,0,0,0.0
284,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,27.798880358890983,0,0,0.0
285,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,28.598189415302755,0,0,0.0
286,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,54.184484668431914,0,0,0.0
287,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17.339526825792596,0,0,0.0
288,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,58.49905176647049,0,0,0.0
